Age,Years Work Experience,Income,ZIP Code,Family Size,Monthly Credit Card Spending,Education Level,Value of Mortgage,Personal Loan
61,35,31000,92521,2,300,Undergrad,0,No
55,25,35000,93943,3,1000,Advanced/Professional,144000,No
37,11,44000,93109,4,200,Undergrad,0,No
64,38,35000,93955,1,500,Advanced/Professional,0,No
34,8,20000,95616,2,300,Undergrad,106000,No
31,7,10000,95616,4,700,Graduate,0,No
42,18,83000,96001,4,2000,Advanced/Professional,0,No
47,22,203000,95842,2,8800,Undergrad,0,No
29,5,84000,93109,3,800,Undergrad,0,No
34,8,41000,92096,4,800,Undergrad,0,No
36,11,164000,95051,2,7800,Undergrad,0,No
34,10,152000,90089,2,6500,Undergrad,0,No
26,2,62000,94080,4,1600,Undergrad,0,No
48,24,12000,94707,4,1000,Undergrad,89000,No
47,23,28000,94061,4,600,Undergrad,0,No
39,13,52000,94720,1,2000,Undergrad,0,No
62,37,19000,91343,3,1300,Graduate,97000,No
34,9,35000,94304,3,1300,Undergrad,0,No
43,19,28000,95053,4,300,Undergrad,96000,No
55,30,70000,94904,3,2000,Graduate,0,No
65,40,140000,92093,1,900,Undergrad,0,No
26,0,102000,94305,4,2300,Advanced/Professional,0,No
57,27,50000,93950,4,2000,Advanced/Professional,0,No
32,7,61000,94102,3,2300,Undergrad,205000,No
35,9,188000,92220,2,3700,Graduate,259000,Yes
63,33,178000,91768,4,9000,Advanced/Professional,0,Yes
49,25,44000,94708,4,900,Graduate,194000,No
23,-1,12000,95064,4,1000,Undergrad,0,No
30,6,69000,94305,4,3400,Undergrad,188000,No
43,19,132000,90089,1,5000,Undergrad,0,No
39,14,128000,93943,2,3900,Undergrad,196000,No
31,6,44000,95616,4,800,Undergrad,122000,No
65,39,44000,92038,1,500,Advanced/Professional,0,No
34,8,34000,92130,2,2000,Advanced/Professional,0,No
37,12,132000,90089,2,3900,Undergrad,0,No
62,38,158000,90230,2,2100,Undergrad,0,No
33,9,83000,93943,1,100,Undergrad,0,No
48,22,28000,94720,1,1400,Advanced/Professional,75000,No
33,9,131000,90065,3,2200,Advanced/Professional,0,Yes
45,19,31000,95616,3,500,Graduate,0,No
44,19,40000,92350,4,0,Graduate,0,No
37,11,71000,94501,2,1800,Undergrad,127000,No
31,5,42000,93010,2,2000,Advanced/Professional,0,No
56,31,35000,95211,3,100,Graduate,114000,No
30,4,81000,94305,2,200,Undergrad,0,No
61,35,91000,95136,2,2000,Undergrad,0,No
32,7,129000,94720,4,5200,Graduate,0,Yes
51,27,75000,95828,1,2700,Undergrad,0,No
26,1,54000,94061,4,600,Graduate,230000,No
31,5,43000,94720,1,1500,Undergrad,0,No
43,18,94000,94110,4,1100,Graduate,0,No
57,32,84000,93106,4,1300,Advanced/Professional,0,No
42,18,34000,92653,1,2000,Graduate,0,No
48,23,15000,94061,4,800,Undergrad,0,No
46,21,99000,90277,2,3800,Advanced/Professional,194000,No
33,7,15000,92152,1,400,Graduate,82000,No
45,21,83000,94105,4,2000,Advanced/Professional,0,No
31,6,83000,94720,4,1800,Advanced/Professional,0,No
42,18,143000,95630,1,1700,Undergrad,0,No
56,30,81000,90401,4,2600,Advanced/Professional,0,No
63,39,39000,91711,1,1900,Graduate,0,No
42,18,158000,92124,2,400,Graduate,277000,Yes
50,24,62000,90245,1,1400,Advanced/Professional,0,No
31,6,64000,92121,2,100,Undergrad,0,No
65,40,29000,90025,1,1500,Graduate,0,No
60,34,64000,94104,3,2500,Undergrad,0,No
34,10,21000,91770,4,700,Graduate,0,No
62,32,142000,95112,2,2800,Advanced/Professional,0,Yes
56,30,64000,93105,3,2500,Undergrad,0,No
51,25,40000,91401,4,1800,Undergrad,0,No
44,19,61000,94080,3,2700,Graduate,0,No
41,16,44000,92037,1,300,Advanced/Professional,0,No
43,16,78000,95670,3,2670,Graduate,161000,No
25,0,25000,94596,2,900,Advanced/Professional,0,No
40,16,125000,91304,2,1900,Undergrad,0,No
53,29,63000,94720,2,1000,Advanced/Professional,0,No
54,30,54000,94550,1,1600,Advanced/Professional,185000,No
36,12,92000,94709,2,0,Undergrad,184000,No
26,2,119000,95351,2,600,Undergrad,381000,No
35,11,40000,91784,1,2400,Graduate,0,No
29,4,41000,93105,1,1000,Undergrad,0,No
35,11,81000,92064,2,0,Undergrad,0,No
28,4,101000,95136,3,2500,Undergrad,270000,No
48,24,25000,90024,4,500,Graduate,0,No
46,20,55000,91016,1,1500,Graduate,0,No
31,7,43000,92646,1,2100,Advanced/Professional,166000,No
40,16,98000,94534,2,1800,Graduate,98000,No
27,1,112000,91330,4,2300,Advanced/Professional,402000,No
32,2,69000,93943,4,4000,Advanced/Professional,102000,No
67,43,79000,95616,4,1700,Graduate,215000,No
24,-2,118000,92634,2,7200,Undergrad,0,No
45,18,81000,95133,3,2670,Graduate,251000,No
26,0,19000,93014,1,100,Graduate,121000,No
42,17,139000,91101,2,2900,Advanced/Professional,0,Yes
65,40,63000,94701,3,500,Graduate,0,No
59,33,102000,91763,2,1400,Undergrad,0,No
30,5,40000,92521,4,1700,Graduate,0,No
32,6,44000,92886,1,300,Undergrad,81000,No
36,12,59000,94104,3,2000,Undergrad,216000,No
48,24,224000,93940,2,6670,Undergrad,0,No
56,31,64000,90245,2,2300,Advanced/Professional,0,No
44,20,129000,96001,2,3300,Undergrad,0,No
60,34,43000,92697,1,1400,Undergrad,0,No
51,27,12000,92834,3,400,Undergrad,0,No
34,10,53000,94107,3,2600,Graduate,0,No
45,21,39000,93305,2,2100,Advanced/Professional,0,No
47,23,65000,93943,1,0,Undergrad,0,No
29,5,18000,94122,1,400,Advanced/Professional,94000,No
52,28,55000,94596,1,1600,Advanced/Professional,0,No
61,35,60000,90245,1,2500,Advanced/Professional,0,No
40,14,42000,91330,2,300,Undergrad,187000,No
24,0,44000,90638,3,100,Graduate,0,No
33,7,111000,90245,2,1300,Undergrad,0,No
33,8,62000,94596,1,1000,Undergrad,0,No
52,26,44000,94025,2,800,Advanced/Professional,148000,No
40,14,69000,95348,1,1500,Advanced/Professional,0,No
45,20,62000,92064,3,800,Advanced/Professional,172000,No
27,3,35000,94080,1,1800,Graduate,0,No
38,13,91000,92037,1,2800,Undergrad,0,No
50,26,12000,92121,1,200,Undergrad,96000,No
41,15,89000,94608,3,100,Undergrad,292000,No
60,34,65000,90024,4,1700,Graduate,0,No
64,34,179000,90024,2,4500,Advanced/Professional,400000,Yes
34,8,82000,93106,2,1500,Advanced/Professional,0,No
30,6,48000,95812,1,1200,Undergrad,0,No
31,4,20000,95616,4,1500,Graduate,0,No
41,15,91000,90502,1,2800,Advanced/Professional,330000,No
61,37,122000,94609,2,6000,Undergrad,0,No
42,18,22000,90717,1,1400,Advanced/Professional,0,No
48,23,43000,94301,2,1300,Undergrad,0,No
59,34,38000,90291,4,1700,Undergrad,0,No
57,33,61000,92115,3,2670,Undergrad,0,No
37,13,33000,91773,4,400,Graduate,0,No
53,27,145000,95605,1,2900,Undergrad,345000,No
53,27,170000,95003,1,1000,Undergrad,0,No
26,2,55000,94305,3,700,Graduate,0,No
39,14,40000,91302,1,2500,Advanced/Professional,0,No
35,11,68000,94923,2,0,Undergrad,126000,No
59,33,53000,90034,3,2500,Undergrad,0,No
43,18,63000,95616,3,800,Advanced/Professional,0,No
39,15,123000,91604,2,2200,Undergrad,92000,No
49,24,13000,95929,2,0,Undergrad,0,No
47,23,12000,92110,4,200,Undergrad,102000,No
41,17,53000,93727,2,2500,Undergrad,102000,No
57,33,79000,94588,1,2700,Graduate,294000,No
42,17,89000,90095,1,100,Graduate,170000,No
61,36,188000,91360,1,9300,Graduate,0,Yes
56,26,62000,91320,3,1400,Advanced/Professional,0,No
29,3,123000,92821,3,5600,Advanced/Professional,428000,Yes
25,-1,40000,93117,3,2400,Graduate,0,No
32,8,119000,94710,4,5000,Advanced/Professional,0,Yes
37,12,123000,94304,4,3100,Graduate,253000,Yes
31,5,23000,93407,1,400,Graduate,0,No
38,14,62000,94143,1,1500,Advanced/Professional,255000,No
40,14,69000,92870,3,2100,Undergrad,106000,No
61,36,124000,94611,2,3900,Undergrad,0,No
50,26,52000,93555,4,100,Advanced/Professional,0,No
32,7,134000,93108,2,3100,Undergrad,0,No
62,36,58000,94501,1,800,Graduate,0,No
62,37,45000,90033,3,500,Graduate,200000,No
40,15,75000,95449,4,1100,Graduate,0,No
59,34,23000,90009,4,400,Graduate,78000,No
43,19,123000,91107,3,1300,Undergrad,0,Yes
62,37,48000,92028,3,2200,Undergrad,0,No
48,22,145000,95482,1,300,Undergrad,140000,No
29,5,31000,93014,1,1000,Advanced/Professional,0,No
58,32,38000,93106,3,2200,Advanced/Professional,0,No
43,18,78000,94025,4,1900,Advanced/Professional,0,No
39,15,94000,91941,2,1900,Undergrad,0,No
33,7,84000,95051,1,2900,Advanced/Professional,0,No
40,15,22000,94306,1,600,Advanced/Professional,0,No
28,3,78000,93108,4,200,Undergrad,0,No
38,11,75000,94305,3,2330,Graduate,0,No
65,40,71000,95060,3,2200,Undergrad,0,No
35,11,24000,95616,1,500,Advanced/Professional,0,No
29,5,112000,94998,2,4330,Undergrad,0,No
61,35,53000,90064,1,2800,Graduate,167000,No
46,21,41000,94305,1,500,Advanced/Professional,0,No
50,23,25000,91330,1,500,Graduate,0,No
60,33,42000,90277,4,2500,Graduate,194000,No
54,27,51000,94309,3,1000,Graduate,113000,No
43,18,19000,92325,2,300,Graduate,0,No
38,14,90000,93010,2,0,Undergrad,258000,No
46,22,89000,92866,4,1400,Graduate,0,No
64,39,22000,92691,3,500,Undergrad,0,No
24,0,119000,94566,1,1500,Undergrad,0,No
39,13,93000,93555,4,3600,Advanced/Professional,0,Yes
34,8,18000,95741,4,300,Undergrad,0,No
65,40,32000,90095,1,1100,Advanced/Professional,120000,No
38,14,182000,92152,3,2600,Advanced/Professional,0,Yes
62,36,19000,95833,2,200,Advanced/Professional,0,No
59,35,85000,91330,1,3400,Advanced/Professional,0,Yes
49,25,90000,92709,4,1400,Graduate,0,No
57,32,59000,95014,2,3700,Undergrad,134000,No
64,38,84000,94571,1,2000,Undergrad,0,No
47,22,95000,93311,2,3900,Graduate,0,Yes
30,6,13000,93555,3,900,Advanced/Professional,0,No
42,18,88000,92675,4,800,Undergrad,0,No
53,28,34000,92697,2,600,Advanced/Professional,0,No
50,24,11000,94501,4,600,Advanced/Professional,0,No
62,38,80000,94545,4,1700,Graduate,0,No
34,10,41000,94102,1,1330,Undergrad,0,No
47,21,90000,90245,2,800,Advanced/Professional,0,No
62,37,93000,93003,3,3000,Advanced/Professional,0,Yes
61,35,81000,94709,4,1900,Graduate,0,No
59,34,60000,94015,2,2800,Undergrad,0,No
47,21,39000,92612,3,600,Graduate,0,No
65,39,22000,92507,3,700,Graduate,0,No
56,32,32000,95827,2,800,Undergrad,79000,No
56,32,28000,92130,1,1200,Advanced/Professional,0,No
31,7,35000,91745,2,1000,Graduate,0,No
61,31,154000,94555,3,7500,Advanced/Professional,351000,Yes
42,18,189000,91605,2,7600,Undergrad,0,No
44,19,40000,94618,4,1900,Advanced/Professional,84000,No
47,21,88000,94304,2,1700,Graduate,0,No
30,6,124000,91320,2,600,Undergrad,0,No
62,38,23000,91304,2,300,Advanced/Professional,0,No
56,32,23000,94720,4,700,Undergrad,0,No
25,-1,139000,93106,2,2000,Undergrad,0,No
53,28,173000,91614,4,2700,Undergrad,427000,Yes
26,0,42000,92009,4,1300,Advanced/Professional,153000,No
59,35,161000,94301,1,2900,Undergrad,160000,No
62,36,28000,95020,3,700,Graduate,0,No
58,32,191000,93943,4,5200,Advanced/Professional,194000,Yes
40,14,42000,90638,2,300,Undergrad,106000,No
35,5,81000,94234,4,4000,Advanced/Professional,0,No
51,25,175000,90089,3,700,Undergrad,312000,Yes
41,15,82000,94720,3,100,Undergrad,0,No
51,27,53000,94114,1,1800,Advanced/Professional,0,No
27,1,142000,92038,3,5500,Undergrad,0,Yes
46,21,42000,93727,4,1900,Advanced/Professional,0,No
46,20,64000,94117,4,2900,Undergrad,189000,No
31,5,90000,94301,2,1300,Undergrad,0,No
58,32,44000,92354,1,800,Graduate,0,No
42,18,29000,91320,1,300,Advanced/Professional,0,No
59,35,93000,94301,2,1600,Undergrad,0,No
54,24,69000,93117,3,1400,Advanced/Professional,132000,No
35,11,82000,94022,2,1700,Graduate,0,No
34,9,180000,93955,2,6500,Advanced/Professional,0,Yes
46,21,13000,93117,2,700,Advanced/Professional,0,No
52,28,72000,91335,1,0,Undergrad,178000,No
55,30,54000,91367,3,1700,Undergrad,0,No
34,9,104000,92152,1,4600,Undergrad,0,No
57,32,44000,90266,2,1900,Graduate,157000,No
45,19,40000,95060,1,200,Undergrad,0,No
29,3,190000,92612,2,4500,Undergrad,246000,No
49,23,64000,94588,4,2600,Undergrad,0,No
36,11,9000,90266,2,300,Graduate,99000,No
57,31,38000,94720,4,700,Graduate,0,No
25,0,72000,94303,3,2600,Advanced/Professional,0,No
43,17,82000,94114,1,5200,Undergrad,79000,No
27,2,48000,90049,2,1600,Advanced/Professional,119000,No
54,28,82000,94122,4,2600,Advanced/Professional,294000,No
53,26,14000,94590,2,1000,Graduate,83000,No
55,29,162000,93105,1,2900,Undergrad,0,No
43,19,54000,94608,2,1700,Undergrad,0,No
35,11,90000,94720,2,0,Undergrad,0,No
59,34,64000,94116,4,1700,Undergrad,0,No
42,18,65000,93460,3,2100,Advanced/Professional,0,No
51,25,113000,91320,2,6300,Undergrad,0,No
57,32,38000,90740,2,2100,Advanced/Professional,0,No
39,15,65000,92037,1,1500,Advanced/Professional,0,No
53,27,39000,91330,4,1500,Advanced/Professional,0,No
31,6,174000,93023,2,6700,Undergrad,0,No
33,3,59000,91040,2,1750,Advanced/Professional,0,No
38,14,43000,95053,2,1700,Undergrad,0,No
47,21,24000,94108,2,100,Advanced/Professional,0,No
63,39,50000,94402,1,0,Graduate,166000,No
44,19,68000,94305,1,3700,Advanced/Professional,0,No
61,37,61000,94122,3,2000,Advanced/Professional,0,No
52,28,21000,94025,4,500,Graduate,0,No
59,34,21000,95035,2,500,Graduate,0,No
56,32,31000,94596,4,1300,Undergrad,0,No
58,33,70000,94720,4,700,Undergrad,0,No
30,6,25000,94304,3,1000,Graduate,135000,No
42,17,78000,92521,1,1000,Advanced/Professional,0,No
51,27,19000,92120,1,200,Undergrad,0,No
60,35,23000,94608,1,300,Advanced/Professional,0,No
30,4,40000,90601,4,800,Undergrad,0,No
49,23,22000,92220,1,300,Advanced/Professional,0,No
26,0,71000,92093,4,1800,Graduate,0,No
36,12,58000,91320,1,3600,Graduate,0,No
65,40,75000,90036,3,2200,Undergrad,0,No
27,0,40000,90068,1,2000,Graduate,110000,No
60,35,155000,92521,1,1500,Advanced/Professional,0,Yes
32,6,83000,90036,4,2200,Graduate,0,No
46,20,99000,94302,3,1100,Undergrad,0,No
60,36,59000,94124,1,0,Graduate,0,No
28,2,53000,94609,3,2400,Graduate,0,No
50,26,11000,93106,4,200,Undergrad,0,No
52,28,179000,94583,4,4200,Advanced/Professional,0,Yes
29,-1,71000,94801,2,1750,Advanced/Professional,0,No
30,4,85000,94234,4,2100,Advanced/Professional,0,No
42,18,49000,92717,3,2100,Advanced/Professional,0,No
32,6,122000,94025,2,1300,Undergrad,0,No
40,15,171000,94539,2,3300,Undergrad,0,No
49,24,138000,93111,2,2200,Graduate,0,Yes
53,23,8000,95616,4,400,Advanced/Professional,0,No
42,17,59000,94105,4,400,Undergrad,0,No
38,14,49000,90740,3,2800,Undergrad,0,No
60,34,92000,95670,2,2000,Undergrad,0,No
27,3,75000,90032,4,0,Undergrad,0,No
61,35,60000,92831,1,2800,Graduate,0,No
27,2,41000,90254,2,1700,Graduate,0,No
45,21,40000,93460,3,600,Graduate,0,No
41,16,81000,94305,2,400,Undergrad,146000,No
44,20,52000,94143,1,800,Advanced/Professional,196000,No
38,14,25000,95616,4,1000,Undergrad,0,No
39,15,139000,91801,1,3400,Undergrad,353000,No
48,22,54000,93106,1,1200,Graduate,0,No
47,22,81000,94123,1,2900,Undergrad,0,No
64,39,73000,94025,3,2200,Undergrad,0,No
27,0,30000,93107,4,1000,Advanced/Professional,0,No
66,41,59000,95617,3,2400,Undergrad,0,No
43,17,21000,95351,3,1500,Undergrad,0,No
34,9,65000,95014,3,700,Graduate,104000,No
28,2,41000,93118,3,1100,Graduate,161000,No
52,28,52000,92126,4,100,Advanced/Professional,121000,No
45,20,84000,94131,4,1100,Graduate,180000,No
24,-2,135000,90065,2,7200,Undergrad,0,No
39,14,18000,92037,4,200,Advanced/Professional,0,No
40,16,34000,93561,1,700,Undergrad,0,No
30,5,85000,92624,4,1800,Advanced/Professional,0,No
49,23,23000,94080,1,1400,Advanced/Professional,0,No
53,27,65000,91711,4,2800,Graduate,0,No
56,30,195000,90089,1,2900,Undergrad,0,No
50,24,40000,93460,4,2600,Undergrad,89000,No
53,29,141000,90064,2,200,Advanced/Professional,0,Yes
60,34,95000,94104,2,700,Graduate,322000,No
58,33,23000,90095,3,1300,Graduate,131000,No
43,19,82000,95758,2,1800,Graduate,0,No
46,21,53000,93555,4,1900,Advanced/Professional,0,No
29,3,10000,91320,4,400,Undergrad,87000,No
56,30,75000,91910,1,1900,Graduate,125000,No
48,23,23000,94534,4,400,Graduate,122000,No
61,36,133000,90266,1,2600,Undergrad,0,No
41,17,129000,94720,1,3400,Undergrad,0,No
35,11,85000,92154,4,100,Graduate,131000,No
48,23,168000,95929,2,2800,Undergrad,308000,No
43,19,83000,92691,4,2000,Advanced/Professional,0,No
37,12,52000,93943,2,1100,Graduate,0,No
47,22,114000,95819,1,600,Undergrad,0,No
29,3,81000,95827,1,2900,Advanced/Professional,0,No
63,38,32000,94015,1,1500,Graduate,0,No
43,19,63000,94118,3,2100,Advanced/Professional,0,No
57,32,70000,90024,3,1600,Advanced/Professional,0,No
55,31,20000,94720,2,300,Undergrad,0,No
47,23,138000,91367,2,3300,Undergrad,0,No
58,34,63000,94305,4,1600,Graduate,0,No
53,28,85000,95814,1,1300,Advanced/Professional,118000,No
59,35,180000,96008,2,6500,Graduate,0,Yes
46,22,80000,95747,4,2000,Advanced/Professional,0,No
41,15,53000,93106,1,700,Advanced/Professional,0,No
46,20,72000,92009,2,1700,Graduate,75000,No
44,18,123000,95841,3,5900,Undergrad,0,Yes
44,18,91000,91361,2,800,Advanced/Professional,0,No
50,26,148000,94608,2,6800,Undergrad,0,No
51,25,163000,94305,2,1300,Advanced/Professional,0,Yes
55,30,28000,90291,4,100,Advanced/Professional,149000,No
37,12,193000,92780,1,8600,Undergrad,0,No
34,10,22000,94545,3,900,Advanced/Professional,0,No
59,34,74000,92780,4,700,Undergrad,0,No
45,20,70000,94305,4,1900,Advanced/Professional,0,No
30,4,11000,95054,1,100,Graduate,0,No
32,8,61000,94703,3,2600,Graduate,0,No
61,37,41000,94704,1,800,Undergrad,0,No
54,28,108000,94110,4,1900,Graduate,0,Yes
35,10,23000,90058,4,1100,Advanced/Professional,0,No
63,38,135000,91768,2,3800,Advanced/Professional,183000,Yes
66,40,30000,95133,2,700,Advanced/Professional,86000,No
48,24,144000,94025,4,3500,Graduate,0,Yes
60,34,139000,95020,4,400,Undergrad,0,Yes
41,17,143000,90059,2,2700,Advanced/Professional,209000,Yes
31,7,44000,93561,1,1200,Undergrad,0,No
58,31,49000,94521,4,2500,Graduate,0,No
67,42,75000,90041,4,100,Graduate,182000,No
35,9,43000,93943,2,300,Undergrad,0,No
40,14,59000,91335,3,500,Advanced/Professional,0,No
42,17,154000,93955,3,4900,Undergrad,0,Yes
44,18,75000,95131,1,700,Advanced/Professional,0,No
47,23,75000,93106,1,2600,Graduate,0,No
59,35,88000,91311,2,1600,Undergrad,278000,No
29,3,91000,94122,1,3400,Advanced/Professional,0,Yes
36,6,11000,92008,1,670,Advanced/Professional,0,No
47,22,22000,90024,1,400,Advanced/Professional,0,No
55,29,49000,92691,2,800,Advanced/Professional,220000,No
41,17,140000,94542,1,3500,Undergrad,342000,No
51,25,99000,90277,2,2400,Graduate,0,No
26,2,82000,91950,2,2500,Undergrad,199000,No
33,9,10000,90005,4,1000,Undergrad,81000,No
30,5,109000,94305,4,2200,Graduate,103000,No
30,4,45000,90041,4,1300,Advanced/Professional,0,No
45,19,93000,91116,2,1700,Graduate,0,No
40,16,89000,95814,3,3900,Graduate,216000,Yes
42,15,39000,91711,3,1000,Graduate,132000,No
50,26,21000,91768,1,200,Undergrad,89000,No
62,37,31000,95008,3,200,Undergrad,0,No
63,37,31000,95819,1,500,Advanced/Professional,0,No
43,19,52000,95054,4,2200,Graduate,0,No
49,25,13000,95814,1,900,Advanced/Professional,0,No
51,25,21000,90840,2,400,Advanced/Professional,76000,No
61,36,50000,96003,4,1700,Undergrad,189000,No
43,19,81000,90630,4,200,Advanced/Professional,0,No
43,19,74000,94035,4,1900,Undergrad,0,No
61,36,89000,93109,3,500,Undergrad,0,No
35,9,82000,95064,3,900,Graduate,0,No
59,33,88000,93106,4,1900,Graduate,0,No
40,16,61000,91711,3,2100,Advanced/Professional,0,No
61,36,139000,95133,2,3900,Undergrad,0,No
48,23,29000,93711,1,1300,Graduate,0,No
37,11,51000,93305,3,2100,Undergrad,0,No
56,32,58000,95064,1,1800,Advanced/Professional,241000,No
35,9,21000,91125,2,1400,Advanced/Professional,125000,No
35,8,43000,95819,2,1670,Graduate,0,No
40,16,104000,94301,2,1800,Graduate,0,No
50,23,9000,94109,1,500,Graduate,98000,No
49,25,39000,91125,3,1900,Graduate,0,No
46,22,89000,94303,1,2700,Undergrad,0,No
64,40,21000,94028,2,300,Advanced/Professional,0,No
60,35,173000,90059,3,3100,Advanced/Professional,0,Yes
45,21,29000,95051,1,300,Advanced/Professional,105000,No
52,27,43000,94005,4,200,Graduate,0,No
58,34,30000,90066,3,400,Graduate,0,No
54,30,39000,94806,4,100,Advanced/Professional,0,No
48,22,83000,90028,2,400,Advanced/Professional,248000,No
51,25,58000,93106,3,700,Graduate,223000,No
53,26,8000,94709,1,500,Graduate,0,No
57,27,39000,95929,3,1000,Advanced/Professional,0,No
43,18,204000,91902,2,8800,Undergrad,0,No
37,13,45000,94591,1,1800,Undergrad,0,No
32,7,111000,90277,1,3800,Undergrad,0,No
34,10,83000,95060,2,2000,Graduate,148000,No
54,24,83000,94596,1,3000,Advanced/Professional,0,No
62,36,115000,92093,2,2800,Undergrad,202000,No
56,32,60000,93106,1,1800,Advanced/Professional,227000,No
39,15,53000,94116,1,1800,Undergrad,0,No
32,7,134000,95929,2,3300,Undergrad,0,No
50,24,91000,93555,1,800,Advanced/Professional,0,No
27,1,91000,92173,2,200,Undergrad,0,No
37,12,128000,91342,2,3900,Undergrad,0,No
60,34,78000,90401,3,4400,Undergrad,0,No
43,19,161000,92093,2,7600,Undergrad,464000,No
62,36,60000,92182,3,2200,Advanced/Professional,0,No
39,14,161000,95064,1,4100,Undergrad,509000,No
34,9,40000,95054,4,2000,Graduate,0,No
46,21,68000,94720,1,200,Graduate,0,No
46,22,74000,94550,3,700,Undergrad,0,No
51,26,55000,92121,3,2000,Graduate,93000,No
44,20,145000,90630,1,3500,Undergrad,0,No
60,35,24000,94920,1,1500,Graduate,0,No
65,39,10000,90210,1,800,Graduate,0,No
58,33,138000,90720,2,3900,Undergrad,0,No
37,12,63000,91942,4,2100,Advanced/Professional,0,No
52,28,54000,90041,4,100,Advanced/Professional,0,No
42,16,62000,95064,3,900,Advanced/Professional,0,No
54,29,81000,91107,1,100,Advanced/Professional,0,No
54,28,61000,90601,3,3000,Graduate,0,No
51,27,68000,91711,1,1600,Advanced/Professional,0,No
59,35,78000,90095,2,2800,Undergrad,0,No
41,17,165000,91311,2,7600,Undergrad,157000,No
43,17,48000,95762,3,2200,Graduate,0,No
52,26,155000,92660,3,7200,Graduate,0,Yes
52,26,158000,94920,2,3700,Advanced/Professional,251000,Yes
57,31,52000,94105,1,1400,Undergrad,0,No
53,28,18000,92507,4,800,Undergrad,0,No
58,33,42000,92093,4,1700,Undergrad,0,No
59,33,18000,94542,2,200,Advanced/Professional,0,No
57,31,40000,94304,2,300,Undergrad,0,No
27,2,44000,93943,4,600,Graduate,0,No
42,16,11000,94015,1,200,Undergrad,87000,No
52,26,194000,91902,2,5700,Graduate,0,Yes
49,23,108000,95616,2,2400,Graduate,0,No
47,23,12000,92518,4,500,Graduate,0,No
45,19,19000,93117,3,1500,Undergrad,94000,No
25,1,150000,92507,1,6330,Undergrad,0,No
47,22,89000,92647,4,1900,Advanced/Professional,0,No
44,19,83000,95812,2,3800,Advanced/Professional,0,No
30,3,79000,91380,4,2000,Graduate,0,No
63,38,102000,95616,4,3400,Graduate,0,No
50,24,155000,92717,1,7300,Undergrad,0,No
40,16,138000,92612,1,3500,Undergrad,0,No
56,31,51000,92028,3,1700,Undergrad,0,No
39,15,80000,94608,2,1800,Graduate,86000,No
42,18,135000,95136,2,3300,Undergrad,0,No
28,1,34000,94949,4,1500,Graduate,162000,No
26,0,195000,92093,3,6330,Advanced/Professional,0,Yes
58,32,62000,91320,3,2200,Advanced/Professional,217000,No
38,13,173000,94305,2,3300,Undergrad,243000,No
23,-3,149000,93555,2,7200,Undergrad,0,No
53,29,20000,93955,1,200,Undergrad,131000,No
54,28,42000,95207,4,2500,Undergrad,0,No
42,17,28000,94010,1,600,Advanced/Professional,0,No
54,28,95000,90254,1,1900,Graduate,0,No
66,42,95000,94596,2,0,Advanced/Professional,0,No
46,21,34000,90034,1,100,Undergrad,124000,No
63,37,191000,94131,2,4300,Advanced/Professional,205000,Yes
63,38,41000,90034,2,1500,Undergrad,173000,No
58,34,150000,92110,1,7400,Undergrad,481000,No
65,41,91000,91360,2,0,Advanced/Professional,146000,No
35,9,84000,94709,4,2200,Graduate,0,No
33,9,73000,92110,4,3400,Undergrad,140000,No
43,19,122000,93106,1,300,Undergrad,0,No
30,5,73000,90065,1,2600,Graduate,133000,No
61,37,20000,95973,2,300,Advanced/Professional,0,No
49,24,130000,92677,4,1100,Undergrad,281000,Yes
52,27,85000,92037,3,3400,Advanced/Professional,0,Yes
45,21,134000,94550,2,3300,Undergrad,0,No
64,39,98000,95678,3,1800,Graduate,80000,No
26,1,54000,91709,2,1600,Advanced/Professional,0,No
35,11,41000,92123,3,2000,Undergrad,0,No
45,19,128000,94928,4,6000,Advanced/Professional,0,Yes
44,20,132000,94115,3,2600,Undergrad,308000,Yes
34,8,188000,94025,1,2900,Advanced/Professional,0,Yes
65,41,170000,94143,4,6100,Graduate,0,Yes
32,8,14000,90034,3,900,Advanced/Professional,111000,No
41,15,93000,95616,1,2800,Advanced/Professional,0,No
52,28,79000,94596,1,2700,Graduate,0,No
35,9,79000,94305,4,2200,Graduate,0,No
51,26,62000,90024,4,1800,Advanced/Professional,119000,No
30,6,95000,91950,2,200,Undergrad,0,No
58,33,60000,92672,4,1300,Advanced/Professional,0,No
49,23,75000,92374,1,1500,Graduate,0,No
63,38,85000,91320,4,100,Graduate,0,No
40,15,143000,94801,1,4100,Undergrad,0,No
27,0,34000,92717,1,2000,Graduate,112000,No
38,14,44000,91320,2,1700,Undergrad,0,No
52,28,31000,92008,4,900,Graduate,151000,No
49,24,13000,94538,4,800,Undergrad,111000,No
59,35,52000,95616,4,1500,Undergrad,0,No
32,8,42000,95136,1,200,Advanced/Professional,102000,No
30,4,102000,91775,4,2100,Advanced/Professional,139000,No
64,38,143000,95039,2,6400,Advanced/Professional,0,Yes
59,33,10000,94063,4,700,Advanced/Professional,0,No
62,37,44000,90401,1,1100,Advanced/Professional,0,No
61,37,158000,94720,2,6000,Undergrad,306000,No
53,26,12000,92672,2,1000,Graduate,0,No
51,26,59000,90095,1,1200,Undergrad,139000,No
55,29,92000,92130,1,1900,Graduate,0,No
36,10,82000,94542,2,2800,Undergrad,0,No
